"CRN","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_HLMT_TYPE","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PASSNGR_IND","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_HLMT_TYPE","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_TRAIL_IND","PC_HDLGHT_IND","PC_HLMT_IND","PC_PASSNGR_IND","PC_REAR_RFLTR_IND","UNIT_NUM"
"2021027022","","","","","","","","","","","","","","","","","","","","N","N","N","N","1"
"2021040748","U","N","Y","Y","Y","Y","1","Y","N","00500","N","","","","","","","","N","","","","","2"
"2021028628","Y","Y","N","Y","N","Y","2","Y","Y","01442","N","","","","","","","","N","","","","","2"
"2021074153","Y","N","N","Y","N","Y","2","N","N","00049","N","","","","","","","","N","","","","","1"
"2021060415","","","","","","","","","","","","","","","","","","","","N","N","N","Y","1"
"2021076572","N","Y","Y","Y","U","Y","1","Y","Y","00000","N","","","","","","","","N","","","","","1"
"2021086490","N","U","U","U","U","U","9","U","U","00600","U","","","","","","","","N","","","","","1"
"2021100633","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2"
"2021095003","N","Y","U","Y","U","N","0","Y","N","00660","N","","","","","","","","N","","","","","1"
"2021059224","N","U","Y","U","N","N","0","Y","N","01584","Y","U","N","N","N","0","Y","N","N","","","","","1"
"2021063562","","","","","","","","","","","","","","","","","","","","N","N","N","N","1"
"2021089026","N","N","Y","Y","Y","U","1","N","U","01000","N","","","","","","","","N","","","","","1"
"2021058137","N","N","U","Y","N","Y","2","N","N","00600","N","","","","","","","","N","","","","","2"
"2021086987","Y","U","N","Y","U","U","9","U","U","01500","N","","","","","","","","N","","","","","1"
"2021089864","N","U","Y","N","N","N","0","U","N","01690","N","","","","","","","","N","","","","","1"
"2021069261","N","N","N","N","N","N","0","Y","N","00650","N","","","","","","","","N","","","","","1"
"2021102493","Y","N","N","Y","N","N","0","N","N","01350","N","","","","","","","","N","","","","","1"
"2021080606","","","","","","","","","","","","","","","","","","","","Y","Y","N","Y","2"
"2021033445","N","Y","U","Y","Y","Y","1","Y","Y","00250","N","","","","","","","","N","","","","","1"
"2021028628","Y","U","U","Y","N","U","2","U","U","01868","N","","","","","","","","N","","","","","1"
"2021067406","N","N","U","Y","Y","Y","1","Y","Y","00600","N","","","","","","","","N","","","","","2"
"2021066764","N","N","N","Y","N","N","0","Y","N","00049","N","","","","","","","","N","","","","","1"
"2021062679","Y","Y","U","Y","N","N","0","Y","N","99999","N","","","","","","","","N","","","","","1"
"2021061333","Y","N","Y","Y","Y","Y","1","Y","N","00125","N","","","","","","","","N","","","","","2"
"2021068918","Y","N","U","Y","Y","Y","1","Y","N","01800","N","","","","","","","","N","","","","","1"
"2021083798","N","N","U","Y","Y","Y","1","Y","Y","01000","N","","","","","","","","N","","","","","1"
"2021116938","N","U","U","Y","U","U","1","Y","Y","00599","N","","","","","","","","N","","","","","2"
"2021073208","N","N","U","Y","U","Y","1","N","Y","00500","N","","","","","","","","N","","","","","2"
"2021071167","N","U","Y","Y","Y","Y","3","Y","Y","01690","N","","","","","","","","N","","","","","1"
"2021061517","N","U","U","U","N","N","0","Y","N","00096","N","","","","","","","","N","","","","","1"
"2021031223","N","N","Y","N","Y","Y","1","N","N","00000","N","","","","","","","","N","","","","","1"
"2021069983","Y","Y","Y","Y","N","N","0","Y","Y","00103","N","","","","","","","","N","","","","","1"
"2021035017","N","U","U","U","U","N","1","U","U","01350","N","","","","","","","","N","","","","","1"
"2021112825","","","","","","","","","","","","","","","","","","","","Y","N","N","Y","2"
"2021012083","N","Y","N","Y","N","U","1","Y","Y","00750","N","","","","","","","","N","","","","","1"
"2021070328","","","","","","","","","","","","","","","","","","","","N","N","N","Y","1"
"2021067406","N","N","U","U","U","U","9","Y","N","00600","N","","","","","","","","N","","","","","1"
"2021066792","N","U","U","Y","U","Y","1","U","N","00050","N","","","","","","","","N","","","","","2"
"2021075546","Y","N","Y","Y","Y","Y","2","N","N","01200","N","","","","","","","","N","","","","","1"
"2021051752","Y","U","Y","Y","Y","Y","3","Y","Y","01199","N","","","","","","","","N","","","","","2"
"2021112861","N","Y","N","Y","Y","Y","1","Y","Y","00650","N","","","","","","","","N","","","","","1"
"2021122773","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","2"
"2021120879","Y","Y","U","Y","N","N","0","Y","Y","01450","N","","","","","","","","N","","","","","1"
"2021084861","N","U","U","Y","N","N","0","U","U","00999","N","","","","","","","","N","","","","","1"
"2021008870","N","N","U","Y","Y","Y","1","Y","Y","00600","N","","","","","","","","N","","","","","1"
"2021026631","N","N","U","Y","Y","Y","1","Y","Y","00250","N","","","","","","","","N","","","","","1"
"2021046467","N","Y","U","Y","N","N","0","Y","N","15736","Y","N","Y","N","N","0","Y","N","N","","","","","1"
"2021039123","N","Y","N","Y","U","Y","2","Y","Y","00883","N","","","","","","","","N","","","","","1"
"2021066609","Y","Y","N","N","N","N","0","Y","N","01750","N","","","","","","","","N","","","","","1"
"2021074070","N","U","U","N","N","N","0","Y","N","00125","Y","U","N","N","N","0","Y","N","N","","","","","2"
"2021077854","Y","U","Y","Y","U","N","0","Y","N","01868","Y","U","Y","U","N","0","Y","N","N","","","","","2"
"2021057026","Y","Y","U","Y","U","Y","3","Y","N","01800","Y","Y","Y","U","Y","3","Y","N","N","","","","","2"
"2021036519","N","N","U","Y","U","Y","1","Y","Y","00600","N","","","","","","","","N","","","","","1"
"2021096036","Y","Y","U","U","N","N","0","Y","N","01690","Y","Y","U","N","N","0","Y","U","N","","","","","2"
"2021058686","N","Y","U","Y","Y","Y","3","Y","Y","01449","N","","","","","","","","N","","","","","2"
"2021094320","Y","U","U","Y","U","Y","2","Y","Y","00249","N","","","","","","","","N","","","","","2"
"2021087085","N","N","N","N","N","N","0","N","N","00124","N","","","","","","","","N","","","","","1"
"2021079428","Y","Y","Y","Y","U","Y","3","Y","Y","01200","N","","","","","","","","N","","","","","3"
"2021057954","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","2"
"2021076043","Y","Y","Y","Y","Y","Y","3","Y","N","01746","Y","U","Y","Y","Y","1","Y","N","N","","","","","1"
"2021024873","U","Y","U","Y","Y","Y","3","Y","Y","00883","N","","","","","","","","N","","","","","1"
"2021045996","N","N","Y","Y","U","Y","1","Y","Y","01000","N","","","","","","","","N","","","","","2"
"2021046542","Y","Y","U","U","U","U","9","Y","U","00103","N","","","","","","","","N","","","","","1"
"2021087794","N","N","Y","Y","U","Y","1","Y","N","00600","N","","","","","","","","N","","","","","2"
"2021053865","Y","N","Y","Y","N","N","0","Y","Y","00750","N","","","","","","","","N","","","","","1"
"2021044644","Y","Y","U","Y","N","N","0","Y","Y","00883","N","","","","","","","","N","","","","","1"
"2021089554","Y","N","U","Y","U","Y","2","Y","N","01800","Y","U","Y","U","Y","2","Y","Y","Y","","","","","1"
"2021097062","N","Y","U","Y","Y","Y","1","Y","Y","64590","N","","","","","","","","N","","","","","1"
"2021073900","","","","","","","","","","","","","","","","","","","","N","N","N","N","1"
"2021045814","","","","","","","","","","","","","","","","","","","","Y","N","N","Y","1"
"2021047309","N","Y","Y","Y","N","Y","1","Y","Y","00600","N","","","","","","","","N","","","","","2"
"2021066764","N","U","U","Y","Y","Y","1","Y","Y","00049","N","","","","","","","","N","","","","","2"
"2021060209","N","Y","N","Y","Y","Y","1","Y","N","01000","N","","","","","","","","N","","","","","1"
"2021041899","N","N","N","N","N","Y","9","Y","N","01868","N","","","","","","","","N","","","","","1"
"2021060413","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","2"
"2021061028","N","N","N","N","Y","Y","1","Y","Y","00250","N","","","","","","","","N","","","","","2"
"2021088899","Y","Y","U","Y","Y","Y","1","Y","Y","00805","N","","","","","","","","N","","","","","2"
"2021108297","N","U","U","U","U","U","9","U","U","00750","N","","","","","","","","N","","","","","1"
"2021111275","N","Y","Y","Y","Y","Y","1","Y","Y","01200","N","","","","","","","","N","","","","","2"
"2021094680","","","","","","","","","","","","","","","","","","","","N","N","N","N","1"
"2021097205","Y","Y","U","Y","U","Y","1","Y","Y","15500","N","","","","","","","","N","","","","","1"
"2021088899","Y","Y","U","Y","Y","Y","3","Y","Y","01450","N","","","","","","","","N","","","","","1"
"2021100426","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2"
"2021108786","N","U","N","Y","N","Y","1","Y","Y","10043","N","","","","","","","","N","","","","","1"
"2021092570","N","U","N","N","N","N","0","U","U","00200","N","","","","","","","","N","","","","","1"
"2021095193","Y","Y","Y","Y","Y","Y","3","Y","N","01442","N","","","","","","","","N","","","","","2"
"2021080092","Y","Y","U","Y","U","Y","3","Y","Y","00600","Y","N","Y","U","Y","3","Y","Y","N","","","","","1"
"2021103624","N","Y","U","Y","U","Y","1","Y","Y","00650","N","","","","","","","","N","","","","","2"
"2022025896","Y","Y","Y","Y","","","0","Y","Y","01584","N","","","","","","","","N","","","","","2"
"2021033247","N","U","U","U","N","N","0","Y","Y","01200","Y","Y","Y","U","Y","1","N","Y","N","","","","","2"
"2021074222","Y","Y","Y","Y","N","N","0","Y","N","00215","N","","","","","","","","N","","","","","2"
"2021095078","Y","Y","Y","Y","N","N","0","Y","Y","00100","N","","","","","","","","N","","","","","2"
"2021078720","","","","","","","","","","","","","","","","","","","","U","U","N","U","1"
"2021069445","N","N","N","Y","Y","Y","1","Y","N","00600","N","","","","","","","","N","","","","","1"
"2021102686","Y","N","Y","Y","Y","Y","3","Y","Y","01300","N","","","","","","","","N","","","","","2"
"2021093867","N","Y","N","Y","N","N","0","Y","Y","01340","N","","","","","","","","N","","","","","2"
"2021084301","Y","N","N","N","Y","N","1","N","N","00125","N","","","","","","","","N","","","","","1"
"2021022744","N","N","U","Y","N","N","0","Y","Y","00883","N","","","","","","","","N","","","","","1"
"2021028200","N","N","U","N","N","N","0","Y","Y","00250","N","","","","","","","","N","","","","","1"
"2021049088","N","Y","N","Y","Y","Y","3","Y","N","01290","N","","","","","","","","N","","","","","2"
"2021024862","N","N","U","Y","Y","Y","3","Y","N","01340","N","","","","","","","","N","","","","","2"
"2021050462","Y","Y","Y","Y","Y","Y","1","Y","N","00800","N","","","","","","","","N","","","","","2"
"2021096912","U","U","U","N","N","N","0","U","U","00000","Y","U","N","N","N","0","U","U","N","N","N","Y","N","1"
"2021054384","N","Y","U","Y","N","N","0","Y","N","01690","N","","","","","","","","N","","","","","2"
"2021125525","N","N","Y","Y","Y","Y","1","Y","Y","00998","N","","","","","","","","N","","","","","1"
"2021027440","N","Y","N","Y","N","N","0","Y","Y","00599","N","","","","","","","","N","","","","","2"
"2021045039","N","N","N","Y","U","Y","1","Y","N","00400","N","","","","","","","","N","","","","","1"
"2021046477","N","N","U","Y","Y","Y","1","Y","N","00600","N","","","","","","","","N","","","","","1"
"2021074071","Y","N","U","U","N","N","0","N","N","01300","N","","","","","","","","N","","","","","1"
"2021094030","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2021103849","N","Y","U","Y","U","U","1","Y","U","00799","N","","","","","","","","N","","","","","1"
"2021071806","N","N","N","U","U","Y","1","Y","Y","00600","N","","","","","","","","N","","","","","1"
"2021072522","Y","Y","N","Y","N","N","0","Y","N","01200","N","","","","","","","","N","","","","","1"
"2021091837","N","U","U","Y","N","N","0","N","N","00929","N","","","","","","","","N","","","","","2"
"2021073206","N","Y","N","Y","N","N","0","Y","N","00750","N","","","","","","","","N","","","","","1"
"2021113019","Y","Y","U","Y","U","Y","3","Y","Y","01450","N","","","","","","","","N","","","","","2"
"2021033051","N","N","N","N","N","N","0","U","N","99999","N","","","","","","","","N","","","","","1"
"2021020610","N","N","N","Y","Y","Y","1","Y","Y","00750","N","","","","","","","","N","","","","","1"
"2021067367","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2021074154","N","Y","Y","Y","Y","Y","1","Y","N","00996","N","","","","","","","","N","","","","","2"
"2021059136","","","","","","","","","","","","","","","","","","","","Y","N","N","Y","2"
"2021069620","N","N","U","N","N","N","0","N","N","00340","N","","","","","","","","N","","","","","1"
"2021029573","N","Y","N","Y","Y","Y","1","Y","Y","00600","N","","","","","","","","N","","","","","1"
"2021082810","N","Y","U","Y","U","Y","1","Y","Y","00471","N","","","","","","","","N","","","","","2"
"2021078190","N","N","U","U","Y","Y","1","Y","N","00600","N","","","","","","","","N","","","","","1"
"2021118296","N","N","N","Y","Y","N","1","Y","N","01868","N","","","","","","","","N","","","","","1"
"2021121280","","","","","","","","","","","","","","","","","","","","U","U","U","U","2"
"2021053425","N","N","U","Y","Y","Y","1","Y","N","00950","N","","","","","","","","N","","","","","1"
"2021046238","N","Y","Y","Y","Y","Y","1","Y","Y","00600","N","","","","","","","","N","","","","","1"
"2021074138","N","N","N","N","N","Y","3","Y","Y","00883","N","","","","","","","","N","","","","","1"
"2021024604","N","N","Y","N","N","N","0","N","N","00650","N","","","","","","","","N","","","","","1"
"2021026134","N","Y","U","Y","U","Y","1","Y","Y","00600","N","","","","","","","","N","","","","","1"
"2021076574","N","N","N","N","N","N","0","N","N","00600","N","","","","","","","","N","","","","","1"
"2021058831","N","N","U","Y","U","Y","1","Y","Y","00300","N","","","","","","","","N","","","","","1"
"2021079653","N","N","Y","Y","N","N","0","Y","N","01449","N","","","","","","","","N","","","","","2"
"2021081722","Y","N","U","U","U","U","2","Y","U","00805","N","","","","","","","","N","","","","","2"
"2021096509","Y","U","U","Y","U","Y","3","Y","Y","00000","N","","","","","","","","N","","","","","2"
"2021096697","N","Y","N","Y","Y","Y","1","Y","N","01000","N","","","","","","","","N","","","","","1"
"2021102419","","","","","","","","","","","","","","","","","","","","U","U","N","U","1"
"2021103440","Y","Y","U","Y","Y","Y","1","Y","Y","01000","N","","","","","","","","N","","","","","2"
"2021075002","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","U","","","","","1"
"2021055264","Y","U","N","Y","N","N","0","U","Y","99999","N","","","","","","","","N","","","","","1"
"2021055806","N","N","N","U","N","N","0","Y","Y","01000","N","","","","","","","","N","","","","","1"
"2021039123","","","","","","","","","","","","","","","","","","","","N","N","N","U","2"
"2021028628","Y","Y","Y","Y","N","Y","1","Y","Y","01688","N","","","","","","","","N","","","","","3"
"2021079005","N","N","N","Y","Y","Y","1","N","N","01000","N","","","","","","","","N","","","","","1"
"2021059718","Y","N","N","Y","U","Y","1","N","Y","01485","N","","","","","","","","N","","","","","1"
"2021066994","Y","Y","U","Y","N","N","0","Y","Y","01100","N","","","","","","","","N","","","","","1"
"2021099573","N","U","U","U","N","N","0","U","Y","01200","N","","","","","","","","N","","","","","1"
"2021058798","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","3"
"2021055476","N","N","U","Y","Y","Y","1","Y","Y","00000","N","","","","","","","","N","","","","","1"
"2021113304","N","N","U","U","N","N","0","Y","Y","01450","N","","","","","","","","N","","","","","1"
"2021099820","N","N","U","U","N","N","0","Y","N","01338","N","","","","","","","","N","","","","","1"
"2021073205","Y","N","U","Y","U","Y","1","Y","N","01470","N","","","","","","","","N","","","","","2"
"2021023875","N","N","U","Y","Y","Y","1","Y","Y","00399","N","","","","","","","","N","","","","","1"
"2021047074","N","N","U","U","N","N","0","N","U","00600","N","","","","","","","","N","","","","","1"
"2021023233","N","N","N","Y","Y","Y","1","Y","N","10000","N","","","","","","","","N","","","","","2"
"2021074073","N","N","U","Y","U","Y","1","Y","Y","00689","N","","","","","","","","N","","","","","1"
"2021035870","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","U","","","","","1"
"2021063946","N","Y","N","Y","N","N","0","Y","N","01450","N","","","","","","","","N","","","","","2"
"2021095017","","","","","","","","","","","","","","","","","","","","U","Y","N","Y","2"
"2021102025","N","N","Y","Y","Y","Y","1","Y","Y","01900","N","","","","","","","","N","","","","","2"
"2021123950","Y","Y","U","Y","Y","Y","1","Y","Y","00650","N","","","","","","","","N","","","","","1"
"2021090525","","","","","","","","","","","","","","","","","","","","N","N","N","Y","1"
"2021074231","N","Y","N","Y","U","Y","1","Y","N","01250","N","","","","","","","","N","","","","","1"
"2021051194","N","U","N","Y","N","Y","1","Y","N","00748","N","","","","","","","","N","","","","","1"
"2021067143","N","Y","Y","Y","N","N","0","N","N","01000","N","","","","","","","","N","","","","","1"
"2021034065","Y","U","Y","Y","U","Y","3","Y","U","01450","N","","","","","","","","N","","","","","1"
