"CRN","RDWY_SEQ_NUM","ADJ_RDWY_SEQ","ROUTE","SEGMENT","OFFSET","RDWY_ORIENT","LANE_COUNT","SPEED_LIMIT","STREET_NAME","ROAD_OWNER","ACCESS_CTRL","RDWY_COUNTY"
"2017038741","3","3","0023","0302","0","E","2","40","NEW HOLLAND PK","2","3","36"
"2017044572","3","3","4005","0030","0","S","2","40","PROSPECT RD","2","3","36"
"2017011008","3","3","2039","0010","1265","N","2","40","GYPSY HILL RD","2","3","36"
"2017005124","3","3","1026","0100","923","B","2","40","MT AIRY RD","2","3","36"
"2017041506","3","3","2045","0020","765","S","2","35","RONKS RD","2","3","36"
"2017027765","5","5","","","","N","02","","UNKNOWN RD","4","","36"
"2017023316","5","4","","","","S","02","35","WHITE OAK RD","4","","36"
"2017009948","3","3","2036","0080","599","E","2","35","MILLPORT RD","2","3","36"
"2017054951","3","3","4042","0011","2288","W","2","45","YORK RD","2","3","36"
"2017051517","3","3","","","","E","02","25","WASHINGTON ST","4","","36"
"2017054073","3","3","2035","0070","1312","S","2","40","BELMONT RD","2","3","36"
"2017050180","3","4","","","","W","02","25","SCHOOL LN","4","","36"
"2017056603","6","6","","","","E","02","35","BUTLER AV","4","","36"
"2017056870","3","3","","","","W","02","25","DAIRY RD","4","","36"
"2017051938","3","3","","","","E","02","40","LANDISVILLE RD","4","","36"
"2017051289","3","3","0322","0260","840","E","2","35","MAIN ST","2","3","36"
"2017054357","4","4","","","","E","02","25","ELEVENTH ST","4","","36"
"2017050812","4","3","","","","W","02","25","CONESTOGA ST","4","","36"
"2017054357","3","3","0272","0690","359","N","02","45","STATE ST","2","3","36"
"2017054698","4","4","","","","E","02","25","SIXTH ST","4","","36"
"2017048840","5","5","0030","0341","0","W","2","40","LINCOLN HW","2","3","36"
"2017049186","3","3","0030","0261","380","W","3","55","LINCOLN HW","2","1","36"
"2017059145","3","3","0222","0010","580","N","2","50","ROBERT FULTON HW","2","3","36"
"2017054121","4","4","4020","0130","0","E","2","40","HARRISBURG PK","2","3","36"
"2017034763","3","3","0230","0260","1041","E","2","40","MAIN ST","2","3","36"
"2017067553","4","3","","","","E","02","45","NEWPORT RD","4","","36"
"2017058948","3","3","7076","0260","1056","E","4","70","EAST/WEST TU","5","1","36"
"2017054845","3","3","0772","0520","174","E","2","45","NEWPORT RD","2","3","36"
"2017054934","3","3","0030","0281","1949","W","3","55","LINCOLN HW","2","1","36"
"2017051580","4","4","4003","0040","0","S","2","35","KINDERHOOK RD","2","3","36"
"2017055293","3","3","0030","0340","1540","E","2","40","LINCOLN HW","2","3","36"
"2017051410","3","4","","","","N","02","25","MARKET ST","4","","36"
"2017047822","3","3","1013","0140","0","S","2","40","PETERS RD","2","3","36"
"2017046666","4","4","","","","S","02","25","HENN AV","4","","36"
"2017046699","3","3","0030","0151","2500","W","2","55","LINCOLN HW","2","1","36"
"2017059333","5","5","8024","0752","0","E","1","","RAMP B RD","2","1","36"
"2017057334","3","3","","","","S","03","35","CENTERVILLE RD","4","","36"
"2017048423","3","3","","","","S","02","35","WABASH RD","4","","36"
"2017048941","3","3","0272","0670","1344","S","2","40","SEVENTH ST","2","3","36"
"2017057655","3","3","0501","0040","1214","S","2","35","LITITZ PK","2","3","36"
"2017054204","3","3","","","","S","02","25","6TH ST","4","","36"
"2017059591","5","4","","","","W","02","40","COLEBROOK RD","4","","36"
"2017040011","4","5","","","","W","02","35","COCALICO CREEK RD","4","","36"
"2017047742","4","3","","","","E","02","25","CHESTNUT ST","4","","36"
"2017052028","3","3","","","","N","02","40","N STRICKLER RD","4","","36"
"2017055946","3","3","0272","0050","2872","N","2","50","NOTTINGHAM RD","2","3","36"
"2017054582","3","3","","","","E","02","25","DUFFIELD DR","4","","36"
"2017056267","5","4","","","","E","02","35","ESHELMAN MILL RD","4","","36"
"2017048882","4","4","0772","0520","3395","E","2","45","NEWPORT RD","2","3","36"
"2017047190","3","4","","","","W","02","25","E END AV","4","","36"
"2017048198","3","3","0072","0140","1603","N","2","35","MANHEIM PK","2","3","36"
"2017048769","3","4","","","","N","02","35","KINZER AV","4","","36"
"2017054271","3","3","0897","0600","0","N","2","45","","2","3","36"
"2017057127","3","4","","","","N","02","35","HIGHLANDS DR","4","","36"
"2017049195","3","3","","","","N","02","25","ABBEYVILLE RD","4","","36"
"2017048938","3","3","","","","S","02","35","GOOD DR","4","","36"
"2017051559","3","3","","","","E","01","25","POPLAR ST","4","","36"
"2017057817","3","3","0462","0200","3017","E","2","40","COLUMBIA AV","2","3","36"
"2017058814","3","3","3017","0460","1430","N","2","35","CHURCH ST","2","3","36"
"2017060185","3","3","1063","0030","723","W","2","35","NEW HOLLAND PK","2","3","36"
"2017055934","4","4","","","","N","02","25","QUEEN RD","4","","36"
"2017054844","4","4","1013","0070","0","S","2","45","PETERS RD","2","3","36"
"2017055814","3","3","7076","0080","3168","W","4","70","EAST/WEST TU","5","1","36"
"2017053988","3","3","0072","0340","387","S","2","45","LEBANON RD","2","3","36"
"2017055404","4","5","","","","N","02","35","WOOD CORNER RD","4","","36"
"2017050670","3","3","0300","0280","1872","E","2","65","283RD FIELD ARTILLERY HW","2","1","36"
"2017040780","3","3","0272","0510","2443","N","2","40","OREGON PK","2","3","36"
"2017075794","3","3","0772","0840","352","E","2","45","NEWPORT RD","2","3","36"
"2017070947","3","3","0501","0170","954","N","2","45","FURNACE HILLS PK","2","3","36"
"2017066117","4","4","0030","0381","2474","W","2","40","LINCOLN HW","2","3","36"
"2017071998","4","4","","","","E","02","35","CREEK HILL RD","4","","36"
"2017039472","3","3","","","","S","02","25","LOCUST ST","4","","36"
"2017068104","3","3","1037","0200","468","S","2","40","SPEEDWELL FORGE RD","2","3","36"
"2017066695","3","3","7076","0020","1056","W","4","70","EAST/WEST TU","5","1","36"
"2017065760","3","3","0441","0140","970","N","2","55","RIVER RD","2","3","36"
"2017064547","3","3","4001","0080","0","N","2","40","PROSPECT RD","2","3","36"
"2017049213","3","3","","","","W","02","15","SHADY MAPLE FARM MARKET LT","7","","36"
"2017075838","3","3","0030","0510","1751","E","2","45","LINCOLN HW","2","3","36"
"2017064480","5","5","","","","E","02","35","SILVER SPRING RD","4","","36"
"2017013317","5","3","0340","0250","2544","E","2","45","OLD PHILADELPHIA PK","2","3","36"
"2017063749","3","3","7076","0350","528","E","4","70","EAST/WEST TU","5","1","36"
"2017062125","3","3","0272","0740","842","S","2","35","READING RD","2","3","36"
"2017059016","4","5","","","","N","02","25","N MULBERRY ST","4","","36"
"2017045893","5","4","","","","N","02","35","PINE DR","4","","36"
"2017059051","4","4","1051","0130","0","S","2","35","CHURCH ST","2","3","36"
"2017061313","4","3","","","","N","02","25","18TH ST","4","","36"
"2017026882","3","3","","","","S","02","35","NEWVILLE RD","4","","36"
"2017065869","3","3","0741","0140","632","S","2","35","MILLERSVILLE RD","2","3","36"
"2017071717","4","4","4017","0070","0","N","2","35","SNYDER RD","2","3","36"
"2017055865","4","4","","","","N","02","35","BRENEMAN RD","4","","36"
"2017064557","5","5","","","","W","02","35","BRIDGE ST","4","","36"
"2017064622","3","3","0372","0130","1540","E","2","55","HOLTWOOD RD","2","3","36"
